volume,year,title,description,pdf_url,issn
29,2008,"Household farmers: dairy production as locus of public policies in Paraná State, Brazil",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2798/2382,E-ISSN 1679-0359
29,2008,International competitiveness of brazilian and paraná state`s coffe complex,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2793/4952,E-ISSN 1679-0359
29,2008,Chicken fat: technological and nutritional alternatives,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2799/2383,E-ISSN 1679-0359
29,2008,"Beta-glucana from Saccharomyces cerevisiae: constitution, bioactivity and obtaining",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2800/2384,E-ISSN 1679-0359
29,2008,Effect of different levels of concentrate supplement on the reproductive performance of dairy cows maintained to pastureEffect of different levels of concentrate supplement on the reproductive performance of dairy cows maintained to pasture,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2792/4951,E-ISSN 1679-0359
29,2008,Steers performance grazing ryegrass (Lolium Multiflorum) with or without energetic supplementation,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2791/2379,E-ISSN 1679-0359
29,2008,Evaluation of a second uterine flushing on embryo recovery in Nelore cows,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2788/2376,E-ISSN 1679-0359
29,2008,Effects of ractopamine and gender on performance and carcass quality of swine with different halothane genotypes,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2790/4950,E-ISSN 1679-0359
29,2008,Partial and total substitution of soy oil for tilapia oil in rations for larvae of Nile tilapia (Oreochromis niloticus),,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2789/4949,E-ISSN 1679-0359
29,2008,Histopathological pattern of exfoliative and ulcerative skin lesions in dogs with leishmaniasis,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2787/4948,E-ISSN 1679-0359
29,2008,Sodium alginate edible coating for blackberry (Rubus ulmifolius) fruits,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2778/4943,E-ISSN 1679-0359
29,2008,Chemical composition and fatty acids profile of five carcass cuts of crossbred heifers finished in feedlotChemical composition and fatty acids profile of five carcass cuts of crossbred heifers finished in feedlot,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2768/4942,E-ISSN 1679-0359
29,2008,The effects of diflubenzuron immersion bath on sperm of jundiá Rhamdia quelen with Lernaea cyprinacea,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2786/4947,E-ISSN 1679-0359
29,2008,Evaluation of the milk physicochemical and microbiological patterns in different lactation phases in year seasons in milk farms of Paraná State – Brazil,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2779/4946,E-ISSN 1679-0359
29,2008,Effects of coating on the acceptability of baby-carrots,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2767/4954,E-ISSN 1679-0359
29,2008,Clambunk skidder: economical evaluation in drags of wood,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2766/2367,E-ISSN 1679-0359
29,2008,Rooting of herbaceous cuttings of guava selection 8501-1 submitted to basal lesion and IBA concentrations,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2765/2366,E-ISSN 1679-0359
29,2008,Microwave oven use for soil moisture content determination in different soils,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2764/2365,E-ISSN 1679-0359
29,2008,Soil properties in areas submitted to organic and natural management in highland region of Rio de Janeiro State,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2763/2364,E-ISSN 1679-0359
29,2008,Principal components analysis for evaluation of analytical results from Amapá soil fertility,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2761/4940,E-ISSN 1679-0359
29,2008,Crop profile method in the identification of transformations in soil attributes by agricultural useCrop profile method in the identification of transformations in soil attributes by agricultural use,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2760/4939,E-ISSN 1679-0359
29,2008,Commercial characterization of ‘Londrina’carrot roots on six cycles of selectionCommercial characterization of ‘Londrina’carrot roots on six cycles of selection,"Carrot is a crop for mild climate but after development of cultivars with heat tolerance, it is cultivate in Brazil during all year long. However, factors as: temperature, relative air humidity, photoperiod, harvest time and consumers preference must be observed at the moment of correct cultivar choice for each region and sowing season. This work was carried out to observe commercial parameters and root production from six selection cycles of Londrina cultivar, comparing them to Brasíla cultivar with the purpose of obtaining informations about the cultivars used by carrot growers in Londrina county-PR. The research was set up at the campus of Universidade Estadual de Londrina, since February till June, 2003. There evaluations were done about flowering characteristics (%), coloration, length, diameter, shape, fresh mass and root yield. Experimental design was randomized blocks, with seven treatments and five replications. The plants obtained after six selection cycles of ‘Londrina’ carrot produced roots with commercial characteristics for coloring, length, diameter and shape, complying consumers demand, similar to that Brasília cultivar, showing to be a promising selectionl to introduce on national market as a cultivar, indicated for regions with similar local characteristics.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2762/4941,E-ISSN 1679-0359
29,2008,"Characterization of management systems in a typic hapludox using biological, physical and chemical parameters",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2759/4938,E-ISSN 1679-0359
29,2008,Canine atopic dermatitis,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2732/2356,E-ISSN 1679-0359
29,2008,Feline injection-site sarcoma,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2733/2357,E-ISSN 1679-0359
29,2008,"Anodontites trapesialis (LAMARCK, 1819): a bivalve parasite of freshwater fishes",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2731/2355,E-ISSN 1679-0359
29,2008,Animal caliciviruses,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2734/2358,E-ISSN 1679-0359
29,2008,Intervals between observations for ingestive behavior evaluation of young bulls in feedlot,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2728/2352,E-ISSN 1679-0359
29,2008,Grape juice suplemented with Lactobacillus acidophilus and oligofrutose,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2730/2354,E-ISSN 1679-0359
29,2008,Comparisons among paternal half-sib families by fulton and alometric condition factors and growth rate in curimbatá (Prochilodus lineatus),,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2726/2351,E-ISSN 1679-0359
29,2008,Thermal performance in layer hen house with natural acclimatization,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2729/2353,E-ISSN 1679-0359
29,2008,Toxoplasma gondii: abortion outbreak in a goatherd from Southern Brazil,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2724/2350,E-ISSN 1679-0359
29,2008,Anthelmintic activity of Melia azedarach fruits in lambs naturally infected with gastrointestinal nematodes,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2723/2349,E-ISSN 1679-0359
29,2008,"Association between microscopic kidney´s lesions and presence of antibodies against Leptospira spp in apparently healthy swine, originated from slaughterhouse in northern Paraná state",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2722/2348,E-ISSN 1679-0359
29,2008,Identification of antimicrobial susceptibility of bacteria recovered from dogs and cats with contaminated and infected traumatic wounds,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2721/4065,E-ISSN 1679-0359
29,2008,Biochemical changes in pancytopenic and non pancytopenic dogs with ehrlichiosis,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2719/4061,E-ISSN 1679-0359
29,2008,Effect of the processing in the phenolic compounds content and antioxidant activity in apple wine,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2718/4060,E-ISSN 1679-0359
29,2008,Technological and physical characteristics of breads made with toasted rice meal,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2709/2343,E-ISSN 1679-0359
29,2008,Evaluation of kinetic parameters of chitinases produced by Beauveria bassiana (Bals.) Vuill.,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2707/2342,E-ISSN 1679-0359
29,2008,Calcium:magnesium ratio in amendments of soil acidity: nutrition and initial development of corn plants in a Humic Alic Cambisol,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2706/2341,E-ISSN 1679-0359
29,2008,Comparison of two methods for the control of gastrointestinal nematodes in lambs and ewes,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2720/4062,E-ISSN 1679-0359
29,2008,"Assessment and characterization of joineries in the city of Viçosa, MG",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2705/2340,E-ISSN 1679-0359
29,2008,Comparison between methods of demarcation of probe of RFLP R2430E used in the selection of resistance of peanut to Meloidogyne arenaria,   ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2693/2339,E-ISSN 1679-0359
29,2008,In vitro growth of Oncidium baueri (Orchidaceae) at different macronutrients and sucrose concentrations,   ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2691/2337,E-ISSN 1679-0359
29,2008,Phosphate and potassium at sowing and anticipated on soybean grown in soil from Cerrado,   ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2690/2336,E-ISSN 1679-0359
29,2008,Infuence of nitrogen fertilization on yield of amaranth,   ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2688/2335,E-ISSN 1679-0359
30,2009,Parasitoids of Diptera collected in traps of different colors from Southern of Goias State,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2674/2325,E-ISSN 1679-0359
29,2008,Antagonistic in vitro activity of Trichoderma spp. isolates to the fungi Phytophthora citrophthora,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2686/2333,E-ISSN 1679-0359
29,2008,Selection of Dendrobium phalaenopsis (Orchidaceae) genotypes in the in vitro propagation and acclimatization phases,   ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2687/2334,E-ISSN 1679-0359
30,2009,Fungal cell wall polysaccharides: purification and characterization,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2670/2321,E-ISSN 1679-0359
30,2009,Patulin: incidence and control in apple products,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2672/2323,E-ISSN 1679-0359
30,2009,Ruminal variables in steers fed with Tifton 85 (Cynodon Spp) hay with different particle sizes,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2666/2318,E-ISSN 1679-0359
30,2009,Incubation parameters and compounds of meat type japanese quail (Coturnix japonica) eggs stored at low temperatures (7.5 ± 1 ºC),,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2665/2317,E-ISSN 1679-0359
30,2009,Epidemiology of infection by anoplocephalides in horses of Santa Maria’s Jockey Club – RS,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2667/2319,E-ISSN 1679-0359
30,2009,"Persistence of insecticidal activity and repellency of the diatomaceous earth against the lesser mealworm Alphitobius diaperinus (Panzer, 1797) (Coleoptera: Tenebrionidae)",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2663/2315,E-ISSN 1679-0359
30,2009,"Polyculture of fresh water shrimp Macrobrachium amazonicum (Heller, 1862) wifh Nile tilapia (Oreochromis niloticus) feeding with ration pelleted and mashed",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2664/2316,E-ISSN 1679-0359
30,2009,Frequency of tumors in dogs based on cytological diagnosis: a retrospective study in a veterinary teaching hospital,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2662/2314,E-ISSN 1679-0359
30,2009,Milk quality improvement after implantation of good manufacturing practices in milking in 19 cities of the central region of Paraná,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2661/2313,E-ISSN 1679-0359
30,2009,Postharvest diseases and physicochemical characteristics of mango,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2658/2311,E-ISSN 1679-0359
30,2009,Retrospective study of anesthetic proceedings realized in dogs and cats undergoing neurosurgeries,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2659/2312,E-ISSN 1679-0359
30,2009,Yield and net income of unripe corn in function of the hilling dates,"The Agromen 2029 unripe corn was studied without and with hilling on 14; 28; 42; 14-28; 14-42; 28-42 and 14-28-42 days after sowing (DAS). Those eight treatments were arranged in a randomized experimental block design, with four replications. The highest heights of plant (176.9 cm) and of first ear (83.9 cm) were from those with no hilling (SA) and the smallest ones (162.4 and 72.9 cm, respectively) were from those with hilling on 28 DAS. The greatest yield of ears (56,000 ears ha-1) was obtained from 14-28-42 DAS treatments and the smallest one was from SA (47,000 ears ha-1). The greatest yield of non commercial ears (15,000 ears ha-1) was obtained from 14-42 and 14-28-42 DAS treatments and the smallest one was from SA (7,000 ears ha-1). Yield of commercial ears varied from 38,000 ears ha-1, on 28 DAS treatment to 41,000 ears ha-1, on 14, 42, 28-42 and 14-28-42 DAS treatments. Costs of yield varied from R$ 1,315.90 ha-1, in SA treatment, to R$ 1,774.17 ha-1, with hilling on 14-28-42 DAS. The greatest net income was R$ 2,684.10 ha-1 with no hilling and the smallest was R$ 2,166.81 ha-1 with hilling on 14-42 DAS. In the conditions that the experiment was carried out it was concluded that the cultivation with no hilling is recommended because it showed the smallest yield cost and the greatest net income.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2656/2309,E-ISSN 1679-0359
30,2009,Spatial variability of soil physical attributes and its effects on wheat yield,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2634/2288,E-ISSN 1679-0359
30,2009,"Physicochemical characterization, extraction and analysis of pectins from fruit of Campomanesia Xanthocarpa B. (Gabiroba)",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2657/2310,E-ISSN 1679-0359
30,2009,Rooting of cuttings of vanilla plant (Orchidaceae),,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2632/2287,E-ISSN 1679-0359
30,2009,Allelopathic activity of fresh and dry extracts of Stryphnodendron adstringens (Mart.) Coville and Bauhinia forficata link leaves on the germination and initial development of tomato seedlings,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2624/2286,E-ISSN 1679-0359
30,2009,Leucaena allelopathy on weeds and soybean seed germination,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2623/2285,E-ISSN 1679-0359
30,2009,"Initial development of vegetable crops cultivated in soils with 2,4-d + picloram resídues",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2622/2284,E-ISSN 1679-0359
30,2009,Effect of seasonal variation in Sálvia allelopathy potential,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2621/2283,E-ISSN 1679-0359
30,2009,Performance of sunflower hybrids in reduced row spacings,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2619/2282,E-ISSN 1679-0359
30,2009,"Genetic divergence among accesses of sweet-cassava collected from Cianorte county, northwestern region of Paraná State",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2617/2280,E-ISSN 1679-0359
30,2009,Total organic and residual carbon contents of oxissol under diferents crop systems,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2613/2277,E-ISSN 1679-0359
30,2009,Ripening evolution and physico-chemical characteristics of ‘Isabel’ grape on differents rootstocks in North of Paraná,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2616/2278,E-ISSN 1679-0359
29,2008,Hepatotoxicity associated with microcystin,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2839/2414,E-ISSN 1679-0359
29,2008,Parasitoids (Hymenoptera) of dipterous collected in manure chicken in south of Goias,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2838/2413,E-ISSN 1679-0359
29,2008,Oral lesions associated with renal secondary hyperparathyroidism in an English bulldog,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2837/2412,E-ISSN 1679-0359
29,2008,Importance of thoracic radiography in the approach of animals with neoplasia,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2836/2411,E-ISSN 1679-0359
29,2008,Growth and feed utilization by juvenile grass carp (Ctenopharyngodon idella) feed with Azolla filiculoides) with low lipid diet,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2835/2410,E-ISSN 1679-0359
29,2008,Biomass production of the aquatic macrophytes Eichhornia crassipes (water hyacinth) and Egeria densa (egeria) in organic fish farm effluent treatment system,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2833/2408,E-ISSN 1679-0359
29,2008,"Black bass (Micropterus salmoides, Lacepède 1802) fingerlings performance and survival, submitted to the alimentary conditioning, using different proteics pâtés",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2834/2409,E-ISSN 1679-0359
29,2008,Determination of intestinal digestibility of feeds by three-steps technique,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2831/2407,E-ISSN 1679-0359
29,2008,"Incidence and transplacental transmission of Neospora caninum in primiparous females from Bos indicus slaughtered in Presidente Prudente, São Paulo, Brazil",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2829/2405,E-ISSN 1679-0359
29,2008,Mensuration of sialic acid seric level in nelore cattle exposed and nonexposed to bracken fern (Pteridium aquilinum),The ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2830/2406,E-ISSN 1679-0359
29,2008,"Occurrence of hepatic lesions caused by Strongylus spp larvae diagnosed in post mortem exam in horses slaughtered in Apucarana, state of Paraná",The objective of this study was to determinate the occurrence of hepatic lesions caused by migratory large Strongyle larvaes in horses slaughtered in city of Apucarana in state of Paraná. The lesions were diagnostic in ,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2828/2404,E-ISSN 1679-0359
29,2008,Mathematical modelling for fumonisin production in corn and chromatographic profile of metabolites of Fusarium verticillioides,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2827/2403,E-ISSN 1679-0359
29,2008,Composition of phenolic acids content in apple (Malus sp) pomace,"The present work aimed the study of phenolic acids composition in apple pomace of Gala and Fuji cultivars. Phenolic acids were fractionated in phenolic acids, esterified and insoluble and analyzed by gas chromatography–mass spectrometry (GC-MS). Sixteen phenolic acids were identified in apple pomace samples. Total phenolic acids in apple pomace from Gala and Fuji cultivars were, in dry weight, 93.94 mg/ g and 68.38 mg/g, respectively. Content of free phenolic acids in apple pomace from Gala cultivar was 29.11 mg/g and the following acids were identified: salicylic, protocatequinic, quinic, p-coumaric, gallic, propylgallate and synapic. Content of free phenolic acids in apple pomace from Fuji cultivar was 16.03 mg/g and the following acids were identified: salicylic, protocatequinic, gallic, ferulic and sinapic. Salicylic was the predominant free phenolic acids found in both cultivars, consisting of 91.67% and 63.57% of the free phenolic acids in Gala and Fuji cultivars, respectively. Chlorogenic acid (1.147 mg/g) was found only in apple pomace from Fuji cultivar. Content of esterified phenolic acids in apple pomace from Gala and Fuji cultivars were 53.75 mg/g and 48.29 mg/g, respectively. It was verified that the predominant esterified phenolic acid in pomace from apple Gala is derived from salicylic acid (52.76 mg/g). Acids derived from gallic acid (0.175 mg/g), propylgallate acid (0.198 mg/g), ferulic acid (0.159 mg/g) and sinapic acid (0.140 mg/g) were also found in Gala cultivar. Regarding to pomace from cultivar Fuji, the main esterified phenolic acid found is also derived from salicylic acid (47.42 mg/g) followed by gallic acid (0.270 mg/g), benzoic acid (0.194 mg/g) and sinapic acid (0.115 mg/g). Content of insoluble phenolic acids in apple pomace from Gala and Fugi cultivars were, in dry weight, 11.08 mg/g and 4.05 mg/g, respectively. Insoluble phenolic acids derived from salicylic acid were found in higher concentrations in apple pomace from both cultivars.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2825/2401,E-ISSN 1679-0359
29,2008,Plant regulators for rooting of hardwood cuttings of blackberry plants cv. Xavante,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2823/2399,E-ISSN 1679-0359
29,2008,Ochratoxin A detection by spectrofluorimetry compared with high performance liquid c hromatography in coffee,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2824/2400,E-ISSN 1679-0359
29,2008,"Ultramorphology of digestive tract of Anticarsia gemmatalis (Hübner, 1818) (Lepidoptera: Noctuidae) at final larval development",,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2822/2398,E-ISSN 1679-0359
29,2008,Deposition of the spraying suspension for three spray nozzles under different meteorological conditions,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2816/2395,E-ISSN 1679-0359
29,2008,Temperature and pH conditions for mycelial growth of Agaricus brasiliensis on axenic cultivation,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2818/2397,E-ISSN 1679-0359
29,2008,Comparative analysis of meteorological data obtained by conventional and automatic stations in Londrina – PR,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2817/2396,E-ISSN 1679-0359
29,2008,Phenology and thermal demand of ‘Isabel’ and ‘Rubea’ grapevines on different rootstocks in North of Paraná,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2814/2394,E-ISSN 1679-0359
29,2008,Tests of vigour in seeds of Guazuma ulmifolia Lam.,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2812/4937,E-ISSN 1679-0359
29,2008,Technology transference in soybean culture – COPACOL experience,"This paper analyzed the technology transfer methodology, the Training and Visit System (T&V), applied by Agroindustrial Cooperative of Consolata – COPACOL. The objective was to demonstrate that the continuous and holistic application of a technology transfer system may speed up the awareness and the adoption of these technologies by the farmers and result in positive outcomes for all actors and institutions involved in the process. The methodology of technology transfer analyzed, the T&V System, is already used by Embrapa Soybean, a branch of Brazilian Agricultural Research Corporation – EMBRAPA, Rural Extension and Technical Assistance Corporation - EMATER, Agronomic institute of Parana - IAPAR and Cooperative Organization of Parana – OCEPAR as partners. It was concluded that the T&V System may be an important tool for improvement of the validation and transfer of technologies generated by research institutions. In the COPACOL, the T&V contributed with the technological development of the technicians and farmers. It contributed also, with the growth of the profit obtained by the farmers who participated of the T&V as compared with the average growth obtained by the other farmers, members of the cooperative. Finally, it was observed that the time of adoption of new technologies was decreased with the application of the T&V System.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2811/2391,E-ISSN 1679-0359
29,2008,Cutting diameter influence in the rooting of Tecoma stans (L.) Juss. ex Kunth,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2813/2393,E-ISSN 1679-0359
29,2008,Germination of seeds and production of seedlings of lettuce cultivars at different substrates,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/2810/2390,E-ISSN 1679-0359
37,2016,In vitro toxicity and control of Meloidogyne incognita in soybean by rosemary extract,,https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/20106/18056,E-ISSN 1679-0359
